time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
489600,2022-05-13 16:36:21,-34.4379256079937,-59.0505353397272,225.393708,,,314.7720553483,38.057744,21.6088404,496.67652508,3989.173356,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,18.566602,-11.632088,0,328.6, -24.3, 2.1,0,0,1674,1024,1024,1024,98,0,0,0,332.8,-1.2,0,79,,,,,,,18.05,97.34,314.7720553483,225.393708,6,P-GPS,
489700,2022-05-13 16:36:21,-34.4379184404414,-59.0505410531435,225.393708,,,314.7720553483,38.057744,22.2128142,494.49148564,3992.3229624,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,18.790296,-11.855782,0,328.7, -24.5, 2.3,0,0,1673,1024,1024,1024,98,0,0,0,332.8,-1.2,0,79,,,,,,,18.05,97.34,314.7720553483,225.393708,6,P-GPS,
489800,2022-05-13 16:36:21,-34.4379110209009,-59.0505468245632,225.393708,,,314.7720553483,38.057744,22.2128142,492.28019948,3995.5381856,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,19.01399,-12.079476,0,328.7, -24.5, 2.6,0,0,1675,1024,1024,1024,99,0,0,0,332.8,-1.2,0,79,,,,,,,18.05,97.34,314.7720553483,225.393708,6,P-GPS,
489900,2022-05-13 16:36:21,-34.4379026496584,-59.0505533137955,225.393708,,,314.7720553483,38.057744,22.8391574,489.80316528,3999.1471096,17,10,22.974,321.0056513483,231.627304,35.5226072,597.91012412,19.237684,-12.30317,0,328.7, -24.5, 2.6,0,0,1675,1024,1024,1060,99,0,0,5,332.8,-1.2,0,78,,,,,,,19.236,97.34,314.7720553483,225.393708,6,P-GPS,
490000,2022-05-13 16:36:21,-34.4378937468026,-59.0505602549224,225.393708,,,314.7720553483,38.057744,22.8391574,487.17849328,4003.0185008,17,10,22.974,321.0056513483,231.627304,35.5226072,597.91012412,19.461378,-12.526864,0,328.6, -24.4, 2.4,0,0,1674,1024,1024,1231,98,0,0,31,332.8,-1.2,0,78,,,,,,,19.236,97.34,314.7720553483,225.393708,6,P-GPS,
490100,2022-05-13 16:36:22,-34.4378861764153,-59.0505661378615,225.393708,,,314.7720553483,38.057744,23.3312842,484.96064544,4006.2993408,17,10,22.974,321.0056513483,231.627304,35.5226072,597.91012412,19.685072,-12.526864,0,328.5, -24.6, 3.2,0,0,1675,1024,1024,1275,99,0,0,38,333.1,-1.2,0,78,,,,,,,19.236,97.34,314.7720553483,225.393708,6,P-GPS,
490200,2022-05-13 16:36:22,-34.4378781332354,-59.0505723743054,225.393708,,,314.7720553483,38.057744,23.3312842,482.62468736,4009.7770312,17,10,22.974,321.0056513483,231.627304,35.5226072,597.91012412,19.908766,-12.750558,0,328.6, -21.8, 9.7,0,0,1675,1024,1024,1275,99,0,0,38,334.5,-1.2,0,78,,,,,,,19.236,97.34,314.7720553483,225.393708,6,P-GPS,
490300,2022-05-13 16:36:22,-34.4378703234534,-59.050578266884,225.393708,,,314.7720553483,38.057744,23.9128886,480.41668204,4013.123488,17,10,22.974,321.0056513483,231.627304,35.5226072,597.91012412,20.356154,-12.526864,0,328.8, -18, 15.5,0,0,1675,1024,1024,1249,99,0,0,34,336.2,-1.2,0,78,,,,,,,19.236,97.34,314.7720553483,225.393708,6,P-GPS,
490400,2022-05-13 16:36:22,-34.4378622818327,-59.0505840540925,225.393708,,,314.7720553483,38.057744,23.7563028,478.24148512,4016.5355616,17,10,22.974,321.0056513483,231.627304,35.5226072,597.91012412,20.579848,-11.855782,0,329.8, -15, 18.7,0,0,1676,1024,1024,1062,99,0,0,6,337.8,-1.2,0,78,,,,,,,19.236,97.34,314.7720553483,225.393708,6,P-GPS,
490500,2022-05-13 16:36:22,-34.4378541844069,-59.050589485968,225.393708,,,314.7720553483,38.057744,23.823411,476.18439844,4019.9148268,17,10,22.974,321.0056513483,231.627304,35.5226072,597.91012412,21.027236,-11.1847,0,331, -13.4, 20.3,0,0,1676,1024,1024,1024,99,0,0,0,339.2,-1.2,0,78,,,,,,,19.236,97.34,314.7720553483,225.393708,6,P-GPS,
490600,2022-05-13 16:36:22,-34.4378459521888,-59.0505946213448,225.393708,,,314.7720553483,38.057744,23.823411,474.22245612,4023.294092,17,10,22.974,321.0056513483,231.627304,35.5226072,597.91012412,21.25093,-10.513618,0,331.3, -17.2, 16.8,0,0,1675,1024,1024,1024,99,0,0,0,339.6,-1.2,0,78,,,,,,,19.236,97.34,314.7720553483,225.393708,6,P-GPS,
490700,2022-05-13 16:36:22,-34.4378362319608,-59.0506004444523,225.393708,,,314.7720553483,38.057744,23.5102394,471.9980466,4027.2639084,17,10,22.974,321.0056513483,231.627304,35.5226072,597.91012412,21.25093,-10.06623,0,332.8, -26, 3.9,0,0,1668,1024,1024,1024,98,0,0,0,339.6,-1.2,0,78,,,,,,,19.236,97.34,314.7720553483,225.393708,6,P-GPS,
490800,2022-05-13 16:36:22,-34.4378273284882,-59.0506056489678,225.393708,,,314.7720553483,38.057744,23.5102394,470.01970008,4030.8728324,17,10,22.974,321.0056513483,231.627304,35.5226072,597.91012412,21.474624,-10.06623,0.447388,336, -30.3, -3.8,0,0,1654,1024,1024,1024,95,0,0,0,339.6,-1.2,0,78,,,,,,,19.236,97.34,314.7720553483,225.393708,6,P-GPS,
490900,2022-05-13 16:36:22,-34.4378180082165,-59.050611139844,225.065624,,,314.4439713483,38.057744,24.3155378,467.95605172,4034.6457984,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,21.922012,-10.513618,0.223694,336.3, -27.5, -1.1,0,0,1644,1024,1024,1024,94,0,0,0,339.6,-1.2,0,78,,,,,,,23.234,97.34,314.4439713483,225.065624,6,P-GPS,
491000,2022-05-13 16:36:22,-34.4378085391199,-59.0506167881103,225.065624,,,314.4439713483,38.057744,24.9195116,465.85959496,4038.4843812,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,22.3694,-10.961006,0.223694,335.7, -24, 3.2,0,0,1642,1024,1024,1024,94,0,0,0,339.6,-1.2,0,78,,,,,,,23.234,97.34,314.4439713483,225.065624,6,P-GPS,
491100,2022-05-13 16:36:22,-34.4378002858528,-59.0506216446056,225.065624,,,314.4439713483,38.057744,25.1208362,464.07153716,4041.830838,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,22.593094,-10.961006,0,335.4, -22, 5.2,0,0,1650,1024,1024,1024,95,0,0,0,339.6,-1.2,0,78,,,,,,,23.234,97.34,314.4439713483,225.065624,6,P-GPS,
491200,2022-05-13 16:36:23,-34.4377913181796,-59.0506269054625,225.065624,,,314.4439713483,38.057744,25.2103138,462.1555266,4045.4725704,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,22.816788,-10.737312,0,335.3, -21.7, 5.4,0,0,1650,1024,1024,1024,95,0,0,0,339.6,-1.2,0,78,,,,,,,23.234,97.34,314.4439713483,225.065624,6,P-GPS,
491300,2022-05-13 16:36:23,-34.4377825942787,-59.0506320046081,225.065624,,,314.4439713483,38.057744,25.4116384,460.31497536,4049.0158776,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,23.040482,-10.737312,0,335.2, -22, 4.2,0,0,1647,1024,1024,1024,94,0,0,0,339.6,-1.2,0,78,,,,,,,23.234,97.34,314.4439713483,225.065624,6,P-GPS,
491400,2022-05-13 16:36:23,-34.4377734876239,-59.0506374107228,225.065624,,,314.4439713483,38.057744,25.612963,458.38912228,4052.6904184,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,23.264176,-10.737312,-0.223694,335.4, -22.7, 3.1,0,0,1646,1024,1024,1010,94,0,0,-2,339.6,-1.2,0,78,,,,,,,23.234,97.34,314.4439713483,225.065624,6,P-GPS,
491500,2022-05-13 16:36:23,-34.4377645017973,-59.0506425509194,225.065624,,,314.4439713483,38.057744,25.612963,456.57153692,4056.3321508,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,23.264176,-10.737312,-0.223694,335.6, -23.6, 2.3,0,0,1647,1024,1024,926,94,0,0,-15,339.6,-1.2,0,78,,,,,,,23.234,97.34,314.4439713483,225.065624,6,P-GPS,
491600,2022-05-13 16:36:23,-34.437755399246,-59.0506477418066,225.065624,,,314.4439713483,38.057744,25.9261346,454.75395156,4060.0066916,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,23.48787,-10.961006,-0.223694,335.7, -24.2, 2,0,0,1649,1024,1024,843,95,0,0,-27,339.6,-1.2,0,78,,,,,,,23.234,97.34,314.4439713483,225.065624,6,P-GPS,
491700,2022-05-13 16:36:23,-34.4377451110466,-59.0506536021427,225.393708,,,314.7720553483,38.057744,26.1274592,452.72967328,4064.14055,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,23.711564,-10.961006,0,336, -24.2, -1.3,0,0,1650,1024,1024,820,95,0,0,-31,339.1,-1.2,0,78,,,,,,,23.234,97.34,314.7720553483,225.393708,6,P-GPS,
491800,2022-05-13 16:36:23,-34.4377348111275,-59.0506595316174,225.393708,,,314.7720553483,38.057744,26.2169368,450.71523752,4068.3072168,17,10,22.806,321.0056513483,231.627304,35.5226072,597.91012412,23.711564,-11.1847,0,336.4, -22.4, -8,0,0,1651,1024,1024,792,95,0,0,-35,338,-1.2,0,78,,,,,,,23.234,97.34,314.7720553483,225.393708,6,P-GPS,
491900,2022-05-13 16:36:23,-34.4377246121357,-59.0506656016964,225.393708,,,314.7720553483,38.057744,26.507739,448.6876784,4072.4410752,17,10,22.764,321.0056513483,231.627304,35.5226072,597.91012412,23.711564,-11.855782,0,336.4, -19.8, -13.3,0,0,1652,1024,1024,760,95,0,0,-40,336.8,-1.2,0,78,,,,,,,23.746,97.34,314.7720553483,225.393708,6,P-GPS,
492000,2022-05-13 16:36:23,-34.4377145007366,-59.0506719574711,225.393708,,,314.7720553483,38.057744,26.507739,446.604345,4076.607742,17,10,22.764,321.0056513483,231.627304,35.5226072,597.91012412,23.48787,-12.30317,-0.223694,335.7, -17.1, -16.9,0,0,1654,1024,1024,729,95,0,0,-45,336.1,-1.2,0,78,,,,,,,23.746,97.34,314.7720553483,225.393708,6,P-GPS,
492100,2022-05-13 16:36:24,-34.4377059704959,-59.0506778204663,225.393708,,,314.7720553483,38.057744,26.5524778,444.72114284,4080.1838576,17,10,22.764,321.0056513483,231.627304,35.5226072,597.91012412,23.040482,-13.197946,-0.223694,334.3, -14.1, -19.8,0,0,1651,1024,1024,729,95,0,0,-45,333.6,-1.2,0,78,,,,,,,23.746,97.34,314.7720553483,225.393708,6,P-GPS,
492200,2022-05-13 16:36:24,-34.4376970469703,-59.0506844414943,225.393708,,,314.7720553483,38.057744,26.3287838,442.62468608,4083.989632,17,10,22.764,321.0056513483,231.627304,35.5226072,597.91012412,22.3694,-13.869028,-0.223694,332.5, -11.1, -22,0,0,1651,1024,1024,755,95,0,0,-41,331.5,-1.2,0,78,,,,,,,23.746,97.34,314.7720553483,225.393708,6,P-GPS,
492300,2022-05-13 16:36:24,-34.4376887468677,-59.0506911833489,225.393708,,,314.7720553483,38.057744,26.2393062,440.52166764,4087.6641728,17,10,22.764,321.0056513483,231.627304,35.5226072,597.91012412,21.698318,-14.763804,-0.447388,330.7, -9.4, -23.1,0,0,1652,1024,1024,775,95,0,0,-38,329.5,-1.2,0,78,,,,,,,23.746,97.34,314.7720553483,225.393708,6,P-GPS,
492400,2022-05-13 16:36:24,-34.4376802867175,-59.0506986619627,225.393708,,,314.7720553483,38.057744,25.9037652,438.21523712,4091.4699472,17,10,22.764,321.0056513483,231.627304,35.5226072,597.91012412,20.803542,-15.434886,-0.447388,329.2, -9.6, -23.4,0,0,1652,1024,1024,776,95,0,0,-38,327.7,-1.2,0,78,,,,,,,23.746,97.34,314.7720553483,225.393708,6,P-GPS,
492500,2022-05-13 16:36:24,-34.4376727737738,-59.0507060145978,225.721792,,,315.1001393483,38.057744,25.612963,435.97114256,4094.980446,17,10,22.764,321.0056513483,231.627304,35.5226072,597.91012412,19.908766,-16.105968,-0.223694,327.6, -10.1, -23.3,0,0,1653,1024,1024,781,95,0,0,-37,326,-1.2,0,78,,,,,,,23.746,97.34,315.1001393483,225.721792,6,P-GPS,
492600,2022-05-13 16:36:24,-34.4376648215636,-59.0507142367851,225.721792,,,315.1001393483,38.057744,25.5234854,433.480985,4098.8190288,17,10,22.764,321.0056513483,231.627304,35.5226072,597.91012412,19.237684,-16.77705,-0.223694,325.8, -10, -22.1,0,0,1652,1024,1024,813,95,0,0,-32,324.3,-1.2,0,78,,,,,,,23.746,97.34,315.1001393483,225.721792,6,P-GPS,
492700,2022-05-13 16:36:24,-34.4376574836803,-59.0507223916619,225.721792,,,315.1001393483,38.057744,25.4787466,431.03019752,4102.4279528,17,10,22.764,321.0056513483,231.627304,35.5226072,597.91012412,18.566602,-17.448132,-0.223694,323.8, -9.5, -19.7,0,0,1651,1024,1024,836,95,0,0,-28,322.8,-1.2,0,78,,,,,,,23.746,97.34,315.1001393483,225.721792,6,P-GPS,
492800,2022-05-13 16:36:24,-34.4376503600778,-59.0507308819278,225.721792,,,315.1001393483,38.057744,25.2997914,428.4941082,4106.0696852,17,10,22.764,321.0056513483,231.627304,35.5226072,597.91012412,17.89552,-17.89552,0,322, -9.4, -15.1,0,0,1651,1024,1024,851,95,0,0,-26,321.5,-1.2,0,78,,,,,,,23.746,97.34,315.1001393483,225.721792,6,P-GPS,
492900,2022-05-13 16:36:24,-34.4376425648617,-59.0507404573057,225.721792,,,315.1001393483,38.057744,25.165575,425.64961992,4110.1379268,17,10,22.74,321.0056513483,231.627304,35.5226072,597.91012412,17.224438,-18.342908,0,320.4, -10.3, -10.2,0,0,1648,1024,1024,939,95,0,0,-13,320.4,-1.2,0,78,,,,,,,26.326,97.34,315.1001393483,225.721792,6,P-GPS,
493000,2022-05-13 16:36:24,-34.4376349580285,-59.0507501586624,225.721792,,,315.1001393483,38.057744,25.0313586,422.78872744,4114.1405516,17,10,22.74,321.0056513483,231.627304,35.5226072,597.91012412,16.77705,-18.566602,0,319, -12, -6,0,0,1644,1024,1024,972,94,0,0,-8,319.5,-1.2,0,78,,,,,,,26.326,97.34,315.1001393483,225.721792,6,P-GPS,
493100,2022-05-13 16:36:25,-34.4376284917193,-59.0507588287554,225.721792,,,315.1001393483,38.057744,25.0313586,420.2427956,4117.6838588,17,10,22.74,321.0056513483,231.627304,35.5226072,597.91012412,16.553356,-18.790296,0,317.6, -15.3, -0.5,0,0,1635,1024,1024,1020,93,0,0,-1,319.1,-1.2,0,78,,,,,,,26.326,97.34,315.1001393483,225.721792,6,P-GPS,
493200,2022-05-13 16:36:25,-34.4376213945401,-59.0507681906509,225.721792,,,315.1001393483,38.057744,25.0313586,417.51313672,4121.4896332,17,10,22.74,321.0056513483,231.627304,35.5226072,597.91012412,16.553356,-18.790296,0,315.9, -19.2, 4.4,0,0,1631,1024,1024,1024,92,0,0,0,318.8,-1.2,0,78,,,,,,,26.326,97.34,315.1001393483,225.721792,6,P-GPS,
493300,2022-05-13 16:36:25,-34.4376148657949,-59.0507769592999,225.721792,,,315.1001393483,38.057744,25.1879444,414.97048572,4125.0657488,17,10,22.74,321.0056513483,231.627304,35.5226072,597.91012412,16.77705,-18.790296,0.223694,314.5, -21.2, 7.9,0,0,1626,1024,1024,1024,91,0,0,0,318.8,-1.2,0,78,,,,,,,26.326,97.34,315.1001393483,225.721792,6,P-GPS,
493400,2022-05-13 16:36:25,-34.4376078934233,-59.050786202945,225.721792,,,315.1001393483,38.057744,25.3445302,412.30644364,4128.8387148,17,10,22.74,321.0056513483,231.627304,35.5226072,597.91012412,17.000744,-18.790296,0.447388,313.6, -21.7, 8.9,0,0,1628,1024,1024,1024,92,0,0,0,318.8,-1.2,0,78,,,,,,,26.326,97.34,315.1001393483,225.721792,6,P-GPS,
493500,2022-05-13 16:36:25,-34.4376011623568,-59.0507948676366,225.721792,,,315.1001393483,38.057744,25.501116,409.8261286,4132.4148304,17,10,22.74,321.0056513483,231.627304,35.5226072,597.91012412,17.224438,-18.790296,0.447388,313.5, -22, 8.3,0,0,1630,1024,1024,983,92,0,0,-6,318.8,-1.2,0,78,,,,,,,26.326,97.34,315.1001393483,225.721792,6,P-GPS,
493600,2022-05-13 16:36:25,-34.4375942248827,-59.0508037860306,225.721792,,,315.1001393483,38.057744,25.501116,407.29332012,4136.0893712,17,10,22.74,321.0056513483,231.627304,35.5226072,597.91012412,17.671826,-19.01399,0.447388,313.6, -22.2, 7.3,0,0,1630,1024,1024,901,92,0,0,-19,318.8,-1.2,0,78,,,,,,,26.326,97.34,315.1001393483,225.721792,6,P-GPS,
493700,2022-05-13 16:36:25,-34.437586390642,-59.0508137857972,225.393708,,,314.7720553483,38.057744,26.1050898,404.4783594,4140.256038,17,10,22.74,321.0056513483,231.627304,35.5226072,597.91012412,17.89552,-19.01399,0.223694,313.8, -22.5, 6.1,0,0,1629,1024,1024,825,92,0,0,-30,318.7,-1.2,0,78,,,,,,,26.326,97.34,314.7720553483,225.393708,6,P-GPS,
493800,2022-05-13 16:36:25,-34.4375788322827,-59.0508233679892,225.393708,,,314.7720553483,38.057744,26.1050898,401.80119396,4144.2258544,17,10,22.74,321.0056513483,231.627304,35.5226072,597.91012412,18.119214,-19.237684,0.223694,314.3, -22.4, -1,0,0,1628,1024,1024,801,92,0,0,-34,318,-1.2,0,78,,,,,,,26.326,97.34,314.7720553483,225.393708,6,P-GPS,
493900,2022-05-13 16:36:25,-34.4375704530044,-59.0508341639312,225.393708,,,314.7720553483,38.057744,26.5972166,398.80906788,4148.6877968,17,10,22.746,321.0056513483,231.627304,35.5226072,597.91012412,18.119214,-19.461378,0,315, -19.7, -11.2,0,0,1631,1024,1024,788,92,0,0,-36,316.8,-1.2,0,78,,,,,,,20.52,97.34,314.7720553483,225.393708,6,P-GPS,
494000,2022-05-13 16:36:25,-34.437562785408,-59.0508444496428,225.393708,,,314.7720553483,38.057744,26.7985412,395.97114128,4152.8544636,17,10,22.746,321.0056513483,231.627304,35.5226072,597.91012412,17.671826,-20.13246,0,314.7, -15.2, -17.8,0,0,1632,1024,1024,797,92,0,0,-34,315.3,-1.2,0,78,,,,,,,20.52,97.34,314.7720553483,225.393708,6,P-GPS,
494100,2022-05-13 16:36:26,-34.4375563341723,-59.0508538659685,225.393708,,,314.7720553483,38.057744,26.731433,393.372716,4156.5618128,17,10,22.746,321.0056513483,231.627304,35.5226072,597.91012412,16.77705,-20.803542,-0.223694,313.4, -11.2, -20.3,0,0,1633,1024,1024,896,92,0,0,-19,313.8,-1.2,0,78,,,,,,,20.52,97.34,314.7720553483,225.393708,6,P-GPS,
494200,2022-05-13 16:36:26,-34.4375503172893,-59.050863534667,225.393708,,,314.7720553483,38.057744,26.5301084,390.70211224,4160.2035452,17,10,22.746,321.0056513483,231.627304,35.5226072,597.91012412,15.882274,-21.25093,-0.447388,312, -8.5, -18.8,0,0,1633,1024,1024,967,92,0,0,-9,312.3,-1.2,0,78,,,,,,,20.52,97.34,314.7720553483,225.393708,6,P-GPS,
494300,2022-05-13 16:36:26,-34.4375445074009,-59.0508734529962,225.721792,,,315.1001393483,38.057744,26.5301084,387.96589168,4163.8452776,17,10,22.746,321.0056513483,231.627304,35.5226072,597.91012412,15.211192,-21.698318,-0.447388,311.1, -8.7, -9.7,0,0,1637,1024,1024,1000,93,0,0,-4,311.7,-1.2,0,78,,,,,,,20.52,97.34,315.1001393483,225.721792,6,P-GPS,
494400,2022-05-13 16:36:26,-34.4375385616663,-59.0508839865102,225.721792,,,315.1001393483,38.057744,26.2393062,385.06234828,4167.6838604,17,10,22.746,321.0056513483,231.627304,35.5226072,597.91012412,14.763804,-21.698318,0,309, -16.3, 4.5,0,0,1635,1024,1024,1024,93,0,0,0,311.5,-1.2,0,78,,,,,,,20.52,97.34,315.1001393483,225.721792,6,P-GPS,
494500,2022-05-13 16:36:26,-34.4375328818584,-59.0508940637254,225.721792,,,315.1001393483,38.057744,26.060351,382.30316184,4171.3584012,17,10,22.746,321.0056513483,231.627304,35.5226072,597.91012412,14.763804,-21.474624,0.223694,306.2, -21.2, 11.8,0,0,1635,1024,1024,1024,93,0,0,0,311.5,-1.2,0,78,,,,,,,20.52,97.34,315.1001393483,225.721792,6,P-GPS,
494600,2022-05-13 16:36:26,-34.4375274842199,-59.0509038539984,225.721792,,,315.1001393483,38.057744,26.060351,379.62927724,4174.9017084,17,10,22.746,321.0056513483,231.627304,35.5226072,597.91012412,15.211192,-21.474624,0.447388,305.2, -21.5, 11.3,0,0,1635,1024,1024,1024,93,0,0,0,311.5,-1.2,0,78,,,,,,,20.52,97.34,315.1001393483,225.721792,6,P-GPS,
494700,2022-05-13 16:36:26,-34.4375207120492,-59.050915138731,225.721792,,,315.1001393483,38.057744,26.4406308,376.59450024,4179.1011836,17,10,22.746,321.0056513483,231.627304,35.5226072,597.91012412,15.434886,-21.474624,0.447388,305.4, -21.5, 8.9,0,0,1636,1024,1024,1024,93,0,0,0,311.5,-1.2,0,78,,,,,,,20.52,97.34,315.1001393483,225.721792,6,P-GPS,
494800,2022-05-13 16:36:26,-34.4375141736705,-59.0509259112389,225.393708,,,314.7720553483,38.057744,26.4406308,373.7204844,4183.1366168,17,10,22.746,321.0056513483,231.627304,35.5226072,597.91012412,15.882274,-21.474624,0.447388,305.9, -21.2, 7.2,0,0,1635,1024,1024,1019,93,0,0,-1,311.5,-1.2,0,78,,,,,,,20.52,97.34,314.7720553483,225.393708,6,P-GPS,
494900,2022-05-13 16:36:26,-34.4375066470432,-59.0509379791834,225.393708,,,314.7720553483,38.057744,27.0222352,370.54135044,4187.6969844,17,10,23.034,321.0056513483,231.627304,35.5226072,597.91012412,16.105968,-21.698318,0.223694,306.4, -21.1, 6.5,0,0,1635,1024,1008,919,93,0,-2,-16,311.5,-1.2,0,78,,,,,,,21.16,97.52,314.7720553483,225.393708,6,P-GPS,
495000,2022-05-13 16:36:26,-34.4374996331818,-59.0509492474624,225.393708,,,314.7720553483,38.057744,27.0222352,367.59515612,4191.929268,17,10,23.034,321.0056513483,231.627304,35.5226072,597.91012412,16.329662,-21.698318,0.223694,306.7, -21.1, 6.1,0,0,1636,1024,1015,905,93,0,-1,-18,311.4,-1.2,0,78,,,,,,,21.16,97.52,314.7720553483,225.393708,6,P-GPS,
495100,2022-05-13 16:36:26,-34.4374933816416,-59.0509592381711,225.393708,,,314.7720553483,38.057744,27.4696232,365.00657336,4195.702234,17,10,23.034,321.0056513483,231.627304,35.5226072,597.91012412,16.553356,-21.922012,0,306.9, -21.3, 2.9,0,0,1637,1024,1024,907,93,0,0,-18,311.1,-1.2,0,78,,,,,,,21.16,97.52,314.7720553483,225.393708,6,P-GPS,
495200,2022-05-13 16:36:27,-34.4374868012334,-59.0509697903825,225.393708,,,314.7720553483,38.057744,27.6485784,362.29659952,4199.7048588,17,10,23.034,321.0056513483,231.627304,35.5226072,597.91012412,16.553356,-22.145706,0,307.2, -21.3, -1.5,0,0,1639,1024,1024,906,93,0,0,-18,310.6,-1.2,0,78,,,,,,,21.16,97.52,314.7720553483,225.393708,6,P-GPS,
495300,2022-05-13 16:36:27,-34.4374809280095,-59.0509793185599,225.393708,,,314.7720553483,38.057744,27.6933172,359.86221624,4203.2809744,17,10,23.034,321.0056513483,231.627304,35.5226072,597.91012412,16.329662,-22.3694,0,307.5, -20.7, -3.9,0,0,1640,1024,1024,907,93,0,0,-18,310.1,-1.2,0,78,,,,,,,21.16,97.52,314.7720553483,225.393708,6,P-GPS,
495400,2022-05-13 16:36:27,-34.437474379419,-59.0509903613071,225.393708,,,314.7720553483,38.057744,27.9393806,357.04725552,4207.349216,17,10,23.034,321.0056513483,231.627304,35.5226072,597.91012412,16.105968,-22.816788,0,307.3, -20, -4.4,0,0,1640,1024,1024,902,93,0,0,-18,309.5,-1.2,0,78,,,,,,,21.16,97.52,314.7720553483,225.393708,6,P-GPS,
495500,2022-05-13 16:36:27,-34.4374681865624,-59.0510011350615,225.393708,,,314.7720553483,38.057744,27.9841194,354.31103496,4211.3190324,17,10,23.034,321.0056513483,231.627304,35.5226072,597.91012412,15.882274,-23.040482,0,306.7, -19.6, -3.5,0,0,1641,1024,1024,886,93,0,0,-21,308.9,-1.2,0,78,,,,,,,21.16,97.52,314.7720553483,225.393708,6,P-GPS,
495600,2022-05-13 16:36:27,-34.4374620745092,-59.0510120549047,225.393708,,,314.7720553483,38.057744,28.2301828,351.54856768,4215.2888488,17,10,23.034,321.0056513483,231.627304,35.5226072,597.91012412,15.65858,-23.48787,0,306.1, -19.2, -2.9,0,0,1643,1024,1024,825,94,0,0,-30,308.4,-1.2,0,78,,,,,,,21.16,97.52,314.7720553483,225.393708,6,P-GPS,
495700,2022-05-13 16:36:27,-34.4374552642841,-59.0510244633905,225.393708,,,314.7720553483,38.057744,28.297291,348.42848884,4219.7835996,17,10,23.034,321.0056513483,231.627304,35.5226072,597.91012412,15.434886,-23.711564,-0.223694,305.5, -18.7, -3.8,0,0,1643,1024,1024,808,94,0,0,-33,307.7,-1.2,0,78,,,,,,,21.16,97.52,314.7720553483,225.393708,6,P-GPS,
495800,2022-05-13 16:36:27,-34.437448544132,-59.0510369935339,225.393708,,,314.7720553483,38.057744,28.3643992,345.29528664,4224.2783504,17,10,23.034,321.0056513483,231.627304,35.5226072,597.91012412,15.211192,-23.935258,-0.223694,304.9, -17.1, -9.8,0,0,1648,1024,1024,782,95,0,0,-37,306.5,-1.2,0,78,,,,,,,21.16,97.52,314.7720553483,225.393708,6,P-GPS,
495900,2022-05-13 16:36:27,-34.4374428388374,-59.0510482035601,225.393708,,,314.7720553483,38.057744,28.3196604,342.49016844,4228.2481668,17,10,22.8,321.0056513483,231.627304,35.5226072,597.91012412,14.763804,-24.158952,-0.223694,304.4, -14, -15.9,0,0,1646,1024,1024,779,94,0,0,-37,305.1,-1.2,0,78,,,,,,,23.424,97.52,314.7720553483,225.393708,6,P-GPS,
