time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
482900,2022-05-13 16:36:14,-34.4383325181305,-59.0506213974665,225.721792,,,315.1001393483,38.057744,5.9949992,522.1784944,3816.109046,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,5.368656,2.684328,0,39.1, -24.1, 0.4,0,0,1684,1024,1024,1024,100,0,0,0,42.5,-1.2,0,79,,,,,,,19.02,97.16,315.1001393483,225.721792,6,P-GPS,
483000,2022-05-13 16:36:14,-34.4383301215788,-59.0506199357478,225.721792,,,315.1001393483,38.057744,6.598973,522.15880936,3817.093298,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,5.816044,3.131716,0,39.1, -24, 0.2,0,0,1684,1024,1024,1024,100,0,0,0,42.5,-1.2,0,79,,,,,,,19.02,97.16,315.1001393483,225.721792,6,P-GPS,
483100,2022-05-13 16:36:14,-34.4383276937749,-59.0506182308803,225.721792,,,315.1001393483,38.057744,7.3371632,522.19817944,3818.1103584,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,6.263432,3.802798,0,39.1, -24, 0,0,0,1684,1024,1024,1024,100,0,0,0,42.5,-1.2,0,79,,,,,,,19.02,97.16,315.1001393483,225.721792,6,P-GPS,
483200,2022-05-13 16:36:15,-34.4383249530375,-59.0506161341161,225.721792,,,315.1001393483,38.057744,8.0753534,522.2933238,3819.2914608,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,6.71082,4.47388,0,39, -23.9, -0.1,0,0,1684,1024,1024,1024,100,0,0,0,42.5,-1.2,0,79,,,,,,,19.02,97.16,315.1001393483,225.721792,6,P-GPS,
483300,2022-05-13 16:36:15,-34.4383221663814,-59.0506138394091,225.721792,,,315.1001393483,38.057744,8.8135436,522.43768076,3820.5053716,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,7.158208,5.144962,0,39.1, -23.9, -0.3,0,0,1684,1024,1024,1024,100,0,0,0,42.5,-1.2,0,79,,,,,,,19.02,97.16,315.1001393483,225.721792,6,P-GPS,
483400,2022-05-13 16:36:15,-34.4383190626797,-59.0506111280416,225.721792,,,315.1001393483,38.057744,9.4398868,522.64109284,3821.9161328,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,7.605596,5.59235,0,39.1, -23.9, -0.5,0,0,1684,1024,1024,1024,100,0,0,0,42.5,-1.2,0,79,,,,,,,19.02,97.16,315.1001393483,225.721792,6,P-GPS,
483500,2022-05-13 16:36:15,-34.4383159133333,-59.0506082848785,225.721792,,,315.1001393483,38.057744,10.2004464,522.87731332,3823.3597024,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,8.052984,6.263432,0,39.1, -23.8, -0.5,0,0,1684,1024,1024,1024,100,0,0,0,42.5,-1.2,0,79,,,,,,,19.02,97.16,315.1001393483,225.721792,6,P-GPS,
483600,2022-05-13 16:36:15,-34.4383124195272,-59.0506050223959,225.721792,,,315.1001393483,38.057744,10.8267896,523.17258892,3824.967314,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,8.500372,6.71082,0,39.1, -23.8, -0.6,0,0,1684,1024,1024,1024,100,0,0,0,42.5,-1.2,0,79,,,,,,,19.02,97.16,315.1001393483,225.721792,6,P-GPS,
483700,2022-05-13 16:36:15,-34.4383089308613,-59.0506016111653,225.721792,,,315.1001393483,38.057744,11.6097186,523.51051544,3826.5749256,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,8.94776,7.381902,0,39.1, -23.8, -0.8,0,0,1684,1024,1024,1024,100,0,0,0,42.5,-1.2,0,79,,,,,,,19.02,97.16,315.1001393483,225.721792,6,P-GPS,
483800,2022-05-13 16:36:15,-34.4383052575605,-59.050597982048,225.721792,,,315.1001393483,38.057744,12.2360618,523.8845312,3828.3137708,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,9.395148,7.82929,0,39.2, -23.8, -1,0,0,1684,1024,1024,1024,100,0,0,0,42.5,-1.2,0,79,,,,,,,19.02,97.16,315.1001393483,225.721792,6,P-GPS,
483900,2022-05-13 16:36:15,-34.4383010199379,-59.0505937212092,225.721792,,,315.1001393483,38.057744,12.862405,524.3438488,3830.3150832,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,9.842536,8.276678,0,39.3, -23.8, -1.2,0,0,1684,1024,1024,1024,100,0,0,0,42.5,-1.2,0,79,,,,,,,19.058,97.34,315.1001393483,225.721792,6,P-GPS,
484000,2022-05-13 16:36:15,-34.4382966061103,-59.0505892198807,225.721792,,,315.1001393483,38.057744,13.4887482,524.84581732,3832.4476292,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,10.289924,8.724066,0,39.3, -23.8, -1.4,0,0,1684,1024,1024,1024,100,0,0,0,42.5,-1.2,0,79,,,,,,,19.058,97.34,315.1001393483,225.721792,6,P-GPS,
484100,2022-05-13 16:36:16,-34.4382924474407,-59.0505848536717,225.721792,,,315.1001393483,38.057744,14.2716772,525.3609092,3834.4489416,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,10.737312,9.395148,0,39.4, -23.9, -1.6,0,0,1684,1024,1024,1024,100,0,0,0,42.5,-1.2,0,79,,,,,,,19.058,97.34,315.1001393483,225.721792,6,P-GPS,
484200,2022-05-13 16:36:16,-34.4382879663797,-59.0505801371158,225.721792,,,315.1001393483,38.057744,14.8980204,525.92521368,3836.614296,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,11.1847,9.842536,0,39.4, -24, -1.7,0,0,1684,1024,1024,1024,100,0,0,0,42.5,-1.2,0,79,,,,,,,19.058,97.34,315.1001393483,225.721792,6,P-GPS,
484300,2022-05-13 16:36:16,-34.4382835193809,-59.0505754095907,225.721792,,,315.1001393483,38.057744,15.5243636,526.50592236,3838.746842,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,11.632088,10.289924,0,39.5, -24, -1.8,0,0,1684,1024,1024,1024,100,0,0,0,42.5,-1.2,0,79,,,,,,,19.058,97.34,315.1001393483,225.721792,6,P-GPS,
484400,2022-05-13 16:36:16,-34.438278714558,-59.050570231833,225.721792,,,315.1001393483,38.057744,16.1507068,527.16209036,3841.1090468,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,12.079476,10.737312,0,39.5, -24.1, -2,0,0,1684,1024,1024,1039,100,0,0,2,42.5,-1.2,0,79,,,,,,,19.058,97.34,315.1001393483,225.721792,6,P-GPS,
484500,2022-05-13 16:36:16,-34.4382739139157,-59.0505650696981,225.721792,,,315.1001393483,38.057744,16.7994194,527.82482004,3843.4384432,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,12.526864,11.1847,0,39.6, -24, -2.1,0,0,1684,1024,1024,1024,100,0,0,0,42.5,-1.2,0,79,,,,,,,19.058,97.34,315.1001393483,225.721792,6,P-GPS,
484600,2022-05-13 16:36:16,-34.4382689375482,-59.0505596974878,225.721792,,,315.1001393483,38.057744,17.2691768,528.53020064,3845.8662648,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,12.974252,11.408394,0,39.5, -24, -2.3,0,0,1684,1024,1024,1024,100,0,0,0,42.5,-1.2,0,79,,,,,,,19.058,97.34,315.1001393483,225.721792,6,P-GPS,
484700,2022-05-13 16:36:16,-34.4382632270962,-59.050553539822,225.721792,,,315.1001393483,38.057744,17.7389342,529.3471298,3848.6549788,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,13.197946,11.855782,0,39.6, -24, -2.4,0,0,1684,1024,1024,1024,100,0,0,0,42.5,-1.2,0,79,,,,,,,19.058,97.34,315.1001393483,225.721792,6,P-GPS,
484800,2022-05-13 16:36:16,-34.4382574053425,-59.050547239059,225.721792,,,315.1001393483,38.057744,18.3652774,530.2001482,3851.5093096,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,13.645334,12.30317,0,39.5, -24.1, -2.5,0,0,1684,1024,1024,887,100,0,0,-21,42.5,-1.2,0,79,,,,,,,19.058,97.34,315.1001393483,225.721792,6,P-GPS,
484900,2022-05-13 16:36:16,-34.4382514583743,-59.050540777748,225.721792,,,315.1001393483,38.057744,19.01399,531.09253668,3854.4292572,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,14.092722,12.750558,0,39.6, -24.1, -2.6,0,0,1684,1024,1024,839,100,0,0,-28,42.4,-1.2,0,79,,,,,,,20.008,97.34,315.1001393483,225.721792,6,P-GPS,
485000,2022-05-13 16:36:16,-34.4382453642603,-59.0505341371085,225.721792,,,315.1001393483,38.057744,19.3271616,532.02757608,3857.4148216,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,14.316416,12.974252,0,39.6, -23.3, -6.5,0,0,1684,1024,1024,840,100,0,0,-28,42.1,-1.2,0,79,,,,,,,20.008,97.34,315.1001393483,225.721792,6,P-GPS,
485100,2022-05-13 16:36:17,-34.4382399339132,-59.0505282902346,225.721792,,,315.1001393483,38.057744,19.796919,532.85434776,3860.072302,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,14.763804,13.197946,0,39.7, -21.8, -10.6,0,0,1684,1024,1024,839,100,0,0,-28,40.6,-1.2,0,79,,,,,,,20.008,97.34,315.1001393483,225.721792,6,P-GPS,
485200,2022-05-13 16:36:17,-34.438233909774,-59.0505219650405,225.721792,,,315.1001393483,38.057744,19.796919,533.74017456,3862.9594412,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,15.211192,13.197946,0,39.3, -20.3, -13.1,0,0,1684,1024,1024,844,100,0,0,-27,39.5,-1.2,0,79,,,,,,,20.008,97.34,315.1001393483,225.721792,6,P-GPS,
485300,2022-05-13 16:36:17,-34.4382279219243,-59.0505159380071,225.721792,,,315.1001393483,38.057744,20.5127398,534.5636654,3865.813772,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,15.882274,12.974252,0,38.7, -19.4, -14.6,0,0,1684,1024,1024,849,100,0,0,-27,38.4,-1.2,0,79,,,,,,,20.008,97.34,315.1001393483,225.721792,6,P-GPS,
485400,2022-05-13 16:36:17,-34.4382214069333,-59.0505096548613,225.721792,,,315.1001393483,38.057744,20.7140644,535.39699876,3868.8649532,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,16.329662,12.750558,0,37.8, -19, -15.2,0,0,1684,1024,1024,853,100,0,0,-26,37.8,-1.2,0,79,,,,,,,20.008,97.34,315.1001393483,225.721792,6,P-GPS,
485500,2022-05-13 16:36:17,-34.4382151109478,-59.050504001609,225.721792,,,315.1001393483,38.057744,20.9377584,536.10237936,3871.719284,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,16.77705,12.526864,0,36.8, -18.9, -15.5,0,0,1684,1024,1024,853,100,0,0,-26,36.3,-1.2,0,79,,,,,,,20.008,97.34,315.1001393483,225.721792,6,P-GPS,
485600,2022-05-13 16:36:17,-34.4382084592626,-59.0504981949552,225.721792,,,315.1001393483,38.057744,20.9377584,536.81760248,3874.7048484,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,17.224438,12.30317,0,35.8, -19.1, -15.5,0,0,1684,1024,1024,834,100,0,0,-29,35.3,-1.2,0,79,,,,,,,20.008,97.34,315.1001393483,225.721792,6,P-GPS,
485700,2022-05-13 16:36:17,-34.4382008691542,-59.0504917741969,225.721792,,,315.1001393483,38.057744,21.4075158,537.59516156,3878.0841136,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,17.671826,12.079476,0,34.8, -19.2, -15.4,0,0,1684,1024,1024,793,100,0,0,-35,34.4,-1.2,0,79,,,,,,,20.008,97.34,315.1001393483,225.721792,6,P-GPS,
485800,2022-05-13 16:36:17,-34.4381930932459,-59.0504854731017,225.721792,,,315.1001393483,38.057744,21.6535792,538.33335056,3881.4961872,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,18.119214,11.855782,0,33.8, -18.8, -15.9,0,0,1684,1024,1024,714,100,0,0,-47,33.2,-1.2,0,79,,,,,,,20.008,97.34,315.1001393483,225.721792,6,P-GPS,
485900,2022-05-13 16:36:17,-34.4381852499329,-59.0504794390879,225.721792,,,315.1001393483,38.057744,21.7877956,539.00592276,3884.8754524,17,10,22.908,321.0056513483,231.627304,35.5226072,597.91012412,18.566602,11.408394,0,32.4, -17.1, -17.8,0,0,1684,1024,1024,653,100,0,0,-56,31.7,-1.2,0,79,,,,,,,21.256,97.34,315.1001393483,225.721792,6,P-GPS,
486000,2022-05-13 16:36:17,-34.4381772507699,-59.0504736070058,225.721792,,,315.1001393483,38.057744,21.7430568,539.62600152,3888.287526,17,10,22.908,321.0056513483,231.627304,35.5226072,597.91012412,18.790296,10.961006,0,30.4, -13.5, -20.4,0,0,1684,1024,1024,620,100,0,0,-61,29.4,-1.2,0,79,,,,,,,21.256,97.34,315.1001393483,225.721792,6,P-GPS,
486100,2022-05-13 16:36:18,-34.4381700142365,-59.0504688012013,225.721792,,,315.1001393483,38.057744,21.810165,540.07219576,3891.3058988,17,10,22.908,321.0056513483,231.627304,35.5226072,597.91012412,19.237684,10.289924,0,28, -10.1, -22.4,0,0,1684,1024,1024,620,100,0,0,-61,26.5,-1.2,0,79,,,,,,,21.256,97.34,315.1001393483,225.721792,6,P-GPS,
486200,2022-05-13 16:36:18,-34.4381624855703,-59.0504643336114,225.721792,,,315.1001393483,38.057744,21.6088404,540.40027976,3894.35708,17,10,22.908,321.0056513483,231.627304,35.5226072,597.91012412,19.461378,9.395148,0,25.2, -7.9, -23.5,0,0,1684,1024,1024,624,100,0,0,-61,23.3,-1.2,0,79,,,,,,,21.256,97.34,315.1001393483,225.721792,6,P-GPS,
486300,2022-05-13 16:36:18,-34.4381550542246,-59.0504602612422,225.721792,,,315.1001393483,38.057744,21.6088404,540.64634276,3897.3426444,17,10,22.908,321.0056513483,231.627304,35.5226072,597.91012412,19.461378,8.724066,0,22.3, -6.7, -24,0,0,1684,1024,1024,620,100,0,0,-61,20,-1.2,0,79,,,,,,,21.256,97.34,315.1001393483,225.721792,6,P-GPS,
486400,2022-05-13 16:36:18,-34.4381471841484,-59.0504563883117,225.721792,,,315.1001393483,38.057744,20.8930196,540.80054224,3900.426634,17,10,22.908,321.0056513483,231.627304,35.5226072,597.91012412,19.461378,7.605596,-0.223694,19.2, -6.4, -24.3,0,0,1684,1024,1024,623,100,0,0,-61,16.7,-1.2,0,79,,,,,,,21.256,97.34,315.1001393483,225.721792,6,P-GPS,
486500,2022-05-13 16:36:18,-34.43813985612,-59.0504532923605,225.721792,,,315.1001393483,38.057744,20.8930196,540.8136656,3903.2481564,17,10,22.908,321.0056513483,231.627304,35.5226072,597.91012412,19.461378,6.71082,-0.223694,16, -6.3, -24.5,0,0,1684,1024,1024,631,100,0,0,-60,13.4,-1.2,0,79,,,,,,,21.256,97.34,315.1001393483,225.721792,6,P-GPS,
486600,2022-05-13 16:36:18,-34.4381322883542,-59.0504503901972,225.721792,,,315.1001393483,38.057744,20.3114152,540.75789132,3906.168104,17,10,22.908,321.0056513483,231.627304,35.5226072,597.91012412,19.461378,5.816044,0,12.8, -6.4, -24.6,0,0,1684,1024,1024,631,100,0,0,-60,10.2,-1.2,0,79,,,,,,,21.256,97.34,315.1001393483,225.721792,6,P-GPS,
486700,2022-05-13 16:36:18,-34.4381238434017,-59.0504475039889,225.721792,,,315.1001393483,38.057744,19.796919,540.6168152,3909.3505188,17,10,22.908,321.0056513483,231.627304,35.5226072,597.91012412,19.237684,4.697574,0,9.7, -6.6, -24.4,0,0,1684,1024,1024,645,100,0,0,-57,7,-1.2,0,79,,,,,,,21.256,97.34,315.1001393483,225.721792,6,P-GPS,
486800,2022-05-13 16:36:18,-34.4381154527979,-59.0504450969318,225.721792,,,315.1001393483,38.057744,19.796919,540.36090968,3912.5001252,17,10,22.908,321.0056513483,231.627304,35.5226072,597.91012412,19.237684,3.802798,0,6.5, -6.7, -24.3,0,0,1684,1024,1024,656,100,0,0,-56,3.8,-1.2,0,79,,,,,,,21.256,97.34,315.1001393483,225.721792,6,P-GPS,
486900,2022-05-13 16:36:18,-34.4381079555553,-59.0504434568821,226.049876,,,315.4282233483,38.057744,19.1929452,540.00001728,3915.2888392,17,10,22.866,321.0056513483,231.627304,35.5226072,597.91012412,19.01399,2.684328,0,3.4, -6.9, -24.2,0,0,1684,1024,1024,655,100,0,0,-56,0.7,-1.2,0,79,,,,,,,21.926,97.34,315.4282233483,226.049876,6,P-GPS,
487000,2022-05-13 16:36:18,-34.438100376344,-59.0504423727675,226.049876,,,315.4282233483,38.057744,18.8797736,539.4849254,3918.0775532,17,10,22.866,321.0056513483,231.627304,35.5226072,597.91012412,18.790296,1.789552,0,0.3, -7.2, -24.2,0,0,1684,1024,1024,655,100,0,0,-56,359.3,-1.2,0,79,,,,,,,21.926,97.34,315.4282233483,226.049876,6,P-GPS,
487100,2022-05-13 16:36:18,-34.4380931976889,-59.0504417932324,226.049876,,,315.4282233483,38.057744,18.5889714,538.88453168,3920.7022252,17,10,22.866,321.0056513483,231.627304,35.5226072,597.91012412,18.566602,0.671082,0,357.4, -7.5, -24,0,0,1684,1024,1024,661,100,0,0,-55,354.9,-1.2,0,79,,,,,,,21.926,97.34,315.4282233483,226.049876,6,P-GPS,
487200,2022-05-13 16:36:19,-34.4380858260719,-59.0504417390518,226.049876,,,315.4282233483,38.057744,18.119214,538.12009596,3923.392514,17,10,22.866,321.0056513483,231.627304,35.5226072,597.91012412,18.119214,0,0,354.5, -7.7, -24.1,0,0,1684,1024,1024,664,100,0,0,-55,352,-1.2,0,79,,,,,,,21.926,97.34,315.4282233483,226.049876,6,P-GPS,
487300,2022-05-13 16:36:19,-34.4380788059396,-59.0504420681256,226.049876,,,315.4282233483,38.057744,17.9402588,537.29660512,3925.9515692,17,10,22.866,321.0056513483,231.627304,35.5226072,597.91012412,17.89552,-1.11847,0,351.6, -7.7, -24,0,0,1684,1024,1024,665,100,0,0,-54,349.1,-1.2,0,79,,,,,,,21.926,97.34,315.4282233483,226.049876,6,P-GPS,
487400,2022-05-13 16:36:19,-34.4380715634436,-59.050442892638,226.049876,,,315.4282233483,38.057744,17.559979,536.31563396,3928.6090496,17,10,22.866,321.0056513483,231.627304,35.5226072,597.91012412,17.448132,-2.013246,0,348.7, -7.9, -23.9,0,0,1684,1024,1024,680,100,0,0,-52,346.2,-1.2,0,79,,,,,,,21.926,97.34,315.4282233483,226.049876,6,P-GPS,
487500,2022-05-13 16:36:19,-34.4380647785939,-59.0504441112078,226.049876,,,315.4282233483,38.057744,17.2468074,535.27888852,3931.102488,17,10,22.866,321.0056513483,231.627304,35.5226072,597.91012412,17.000744,-2.908022,0,345.9, -8, -23.8,0,0,1684,1024,1024,684,100,0,0,-52,344.8,-1.2,0,79,,,,,,,21.926,97.34,315.4282233483,226.049876,6,P-GPS,
487600,2022-05-13 16:36:19,-34.4380580394917,-59.0504457045559,226.049876,,,315.4282233483,38.057744,17.0454828,534.15027956,3933.5959264,17,10,22.866,321.0056513483,231.627304,35.5226072,597.91012412,16.553356,-4.026492,0,343.1, -8.1, -23.7,0,0,1684,1024,1024,727,100,0,0,-45,340.8,-1.2,0,79,,,,,,,21.926,97.34,315.4282233483,226.049876,6,P-GPS,
487700,2022-05-13 16:36:19,-34.4380507680051,-59.0504479244734,226.049876,,,315.4282233483,38.057744,16.8441582,532.79529264,3936.351832,17,10,22.866,321.0056513483,231.627304,35.5226072,597.91012412,16.105968,-4.921268,0,340.5, -8.2, -23.8,0,0,1684,1024,1024,819,100,0,0,-31,338.1,-1.2,0,79,,,,,,,21.926,97.34,315.4282233483,226.049876,6,P-GPS,
487800,2022-05-13 16:36:19,-34.43804401804,-59.050450448701,226.049876,,,315.4282233483,38.057744,16.7099418,531.41077816,3938.9108872,17,10,22.866,321.0056513483,231.627304,35.5226072,597.91012412,15.65858,-5.816044,0,338, -8.6, -23.8,0,0,1684,1024,1024,842,100,0,0,-28,335.7,-1.2,0,79,,,,,,,21.926,97.34,315.4282233483,226.049876,6,P-GPS,
487900,2022-05-13 16:36:19,-34.4380366738715,-59.0504537063639,226.049876,,,315.4282233483,38.057744,16.4191396,529.77035816,3941.765218,17,10,22.842,321.0056513483,231.627304,35.5226072,597.91012412,14.987498,-6.71082,0,336.2, -10.5, -22.8,0,0,1684,1024,1024,920,100,0,0,-16,334.2,-1.2,0,79,,,,,,,20.842,97.34,315.4282233483,226.049876,6,P-GPS,
488000,2022-05-13 16:36:19,-34.4380301838275,-59.0504573398023,226.049876,,,315.4282233483,38.057744,16.4191396,528.10697228,3944.38989,17,10,22.842,321.0056513483,231.627304,35.5226072,597.91012412,14.54011,-7.605596,0,334.8, -13.2, -18.1,0,0,1684,1024,1024,1024,100,0,0,0,333.1,-1.2,0,79,,,,,,,20.842,97.34,315.4282233483,226.049876,6,P-GPS,
488100,2022-05-13 16:36:20,-34.4380246840539,-59.0504610536809,226.049876,,,315.4282233483,38.057744,16.5309866,526.51904572,3946.686478,17,10,22.842,321.0056513483,231.627304,35.5226072,597.91012412,14.316416,-8.276678,0,333.3, -17.1, -9,0,0,1682,1024,1024,1024,100,0,0,0,332.8,-1.2,0,79,,,,,,,20.842,97.34,315.4282233483,226.049876,6,P-GPS,
488200,2022-05-13 16:36:20,-34.4380189463591,-59.0504651870452,226.049876,,,315.4282233483,38.057744,16.8441582,524.79332388,3949.1142996,17,10,22.842,321.0056513483,231.627304,35.5226072,597.91012412,14.54011,-8.500372,0.223694,331.1, -22.4, -0.4,0,0,1684,1024,1024,1024,100,0,0,0,332.8,-1.2,0,79,,,,,,,20.842,97.34,315.4282233483,226.049876,6,P-GPS,
488300,2022-05-13 16:36:20,-34.4380139109482,-59.0504692336537,226.049876,,,315.4282233483,38.057744,17.1573298,523.15946556,3951.3124624,17,10,22.842,321.0056513483,231.627304,35.5226072,597.91012412,14.763804,-8.724066,0.223694,329.3, -24, 2.7,0,0,1684,1024,1024,1024,100,0,0,0,332.8,-1.2,0,79,,,,,,,20.842,97.34,315.4282233483,226.049876,6,P-GPS,
488400,2022-05-13 16:36:20,-34.438007837292,-59.0504736339333,225.721792,,,315.1001393483,38.057744,17.6494566,521.33531852,3953.904326,17,10,22.842,321.0056513483,231.627304,35.5226072,597.91012412,15.211192,-8.94776,0.223694,328.4, -24.1, 2.9,0,0,1684,1024,1024,1024,100,0,0,0,332.8,-1.2,0,79,,,,,,,20.842,97.34,315.1001393483,225.721792,6,P-GPS,
488500,2022-05-13 16:36:20,-34.4380018618816,-59.0504779634122,225.721792,,,315.1001393483,38.057744,17.9626282,519.54726072,3956.4305728,17,10,22.842,321.0056513483,231.627304,35.5226072,597.91012412,15.434886,-9.171454,0.223694,328.3, -24, 2.2,0,0,1684,1024,1024,1024,100,0,0,0,332.8,-1.2,0,79,,,,,,,20.842,97.34,315.1001393483,225.721792,6,P-GPS,
488600,2022-05-13 16:36:20,-34.4379957847301,-59.0504824880085,225.721792,,,315.1001393483,38.057744,18.566602,517.7001478,3959.0224364,17,10,22.842,321.0056513483,231.627304,35.5226072,597.91012412,15.882274,-9.618842,0.223694,328.5, -23.9, 2.1,0,0,1683,1024,1024,1024,100,0,0,0,332.8,-1.2,0,79,,,,,,,20.842,97.34,315.1001393483,225.721792,6,P-GPS,
488700,2022-05-13 16:36:20,-34.4379887587722,-59.0504875957964,225.721792,,,315.1001393483,38.057744,18.8797736,515.60697188,3962.0408092,17,10,22.842,321.0056513483,231.627304,35.5226072,597.91012412,16.105968,-9.842536,0.223694,328.9, -23.7, 2.3,0,0,1677,1024,1024,1024,99,0,0,0,332.8,-1.2,0,79,,,,,,,20.842,97.34,315.1001393483,225.721792,6,P-GPS,
488800,2022-05-13 16:36:20,-34.4379819392092,-59.0504925644759,225.721792,,,315.1001393483,38.057744,19.3719004,513.5826936,3964.9279484,17,10,22.842,321.0056513483,231.627304,35.5226072,597.91012412,16.553356,-10.06623,0,329.1, -23.5, 2.4,0,0,1677,1024,1024,1024,99,0,0,0,332.8,-1.2,0,79,,,,,,,20.842,97.34,315.1001393483,225.721792,6,P-GPS,
488900,2022-05-13 16:36:20,-34.4379747766942,-59.050497840457,225.721792,,,315.1001393483,38.057744,19.685072,511.4501476,3967.9791296,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,16.77705,-10.289924,0,329.1, -23.8, 2.4,0,0,1678,1024,1024,1024,99,0,0,0,332.8,-1.2,0,79,,,,,,,18.05,97.34,315.1001393483,225.721792,6,P-GPS,
489000,2022-05-13 16:36:20,-34.4379669699106,-59.0505036326515,225.721792,,,315.1001393483,38.057744,19.9982436,509.1207512,3971.3255864,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,17.000744,-10.513618,0,328.9, -23.8, 2.2,0,0,1678,1024,1024,1024,99,0,0,0,332.8,-1.2,0,79,,,,,,,18.05,97.34,315.1001393483,225.721792,6,P-GPS,
489100,2022-05-13 16:36:21,-34.4379604458387,-59.0505085155724,225.721792,,,315.1001393483,38.057744,20.2890458,507.17193224,3974.1143004,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,17.224438,-10.737312,0,328.8, -23.7, 2,0,0,1677,1024,1024,1024,99,0,0,0,332.8,-1.2,0,79,,,,,,,18.05,97.34,315.1001393483,225.721792,6,P-GPS,
489200,2022-05-13 16:36:21,-34.4379535102107,-59.0505137408628,225.393708,,,314.7720553483,38.057744,20.4903704,505.09844136,3977.0998648,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,17.448132,-10.737312,0,328.9, -23.7, 1.9,0,0,1678,1024,1024,1024,99,0,0,0,332.8,-1.2,0,79,,,,,,,18.05,97.34,314.7720553483,225.393708,6,P-GPS,
489300,2022-05-13 16:36:21,-34.4379473139273,-59.0505186154738,225.393708,,,314.7720553483,38.057744,20.803542,503.19227332,3979.7901536,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,17.671826,-10.961006,0,328.8, -23.9, 1.8,0,0,1676,1024,1024,1024,99,0,0,0,332.8,-1.2,0,79,,,,,,,18.05,97.34,314.7720553483,225.393708,6,P-GPS,
489400,2022-05-13 16:36:21,-34.4379400951617,-59.0505241277896,225.393708,,,314.7720553483,38.057744,21.0943442,501.03019976,3982.9069516,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,17.89552,-11.1847,0,328.6, -23.9, 1.8,0,0,1677,1024,1024,1024,99,0,0,0,332.8,-1.2,0,79,,,,,,,18.05,97.34,314.7720553483,225.393708,6,P-GPS,
489500,2022-05-13 16:36:21,-34.4379330906726,-59.0505295362311,225.393708,,,314.7720553483,38.057744,21.6088404,498.92390048,3985.9253244,17,10,22.962,321.0056513483,231.627304,35.5226072,597.91012412,18.342908,-11.408394,0,328.6, -24.1, 1.9,0,0,1677,1024,1024,1024,99,0,0,0,332.8,-1.2,0,79,,,,,,,18.05,97.34,314.7720553483,225.393708,6,P-GPS,
